mag,mag_error,time,filename
1.7296282525576103,0.0048766180259937715,2018-03-24T05:35:15.476,./2018/tfn0m410-kb88-20180323-0895-e91.fits.fz
1.7323285932235741,0.004343137519213096,2018-04-03T05:20:09.215,./2018/tfn0m414-kb99-20180402-0513-e91.fits.fz
1.7257288801257875,0.0035932332947251865,2018-03-31T10:21:09.309,./2018/elp0m411-kb80-20180330-0246-e91.fits.fz
1.7665588135124928,0.004787962367886494,2018-03-23T05:55:23.344,./2018/tfn0m410-kb88-20180322-0893-e91.fits.fz
1.7272301581323486,0.0077781421165794,2018-03-08T11:51:26.063,./2018/elp0m411-kb80-20180307-0049-e91.fits.fz
1.7538139578962113,0.004837450235160644,2018-03-26T05:19:48.822,./2018/tfn0m414-kb99-20180325-0418-e91.fits.fz
1.6622935709606868,0.0032640562132968897,2018-04-02T10:50:55.997,./2018/elp0m411-kb80-20180401-0083-e91.fits.fz
1.7238992320046709,0.0028817959065098697,2018-03-29T14:55:21.852,./2018/ogg0m406-kb27-20180328-0205-e91.fits.fz
1.8095040847196149,0.005044731742829306,2018-03-25T05:00:40.060,./2018/tfn0m410-kb88-20180324-0632-e91.fits.fz
1.7669227770231508,0.004147559469604014,2018-03-25T04:40:04.146,./2018/tfn0m414-kb99-20180324-0594-e91.fits.fz
1.745635846237489,0.004266896918872706,2018-04-10T04:25:10.604,./2018/tfn0m414-kb99-20180409-0033-e91.fits.fz
1.6635530129640248,0.0027236153293698877,2018-03-08T14:55:28.701,./2018/ogg0m404-kb82-20180307-0229-e91.fits.fz
1.7532125331927837,0.003979549387402042,2018-04-01T14:00:13.752,./2018/ogg0m406-kb27-20180331-0354-e91.fits.fz
1.5804318754583218,0.0028845387863414133,2018-03-13T11:56:39.726,./2018/elp0m411-kb80-20180312-0308-e91.fits.fz
1.7688124338293463,0.007281655353415415,2018-03-29T04:36:08.854,./2018/tfn0m410-kb88-20180328-0365-e91.fits.fz
1.733070429074326,0.0028983029021406523,2018-03-21T11:00:49.914,./2018/elp0m411-kb80-20180320-0693-e91.fits.fz
1.332360043033745,0.005937419316220293,2018-04-01T04:24:46.968,./2018/tfn0m414-kb99-20180331-0557-e91.fits.fz
1.823064387341672,0.005664970421628199,2018-04-06T04:24:37.247,./2018/tfn0m410-kb88-20180405-0262-e91.fits.fz
1.7470502543402642,0.0042878292204842645,2018-04-10T04:46:17.658,./2018/tfn0m414-kb99-20180409-0040-e91.fits.fz
1.805173222708964,0.005076153831045783,2018-03-25T05:00:00.776,./2018/tfn0m410-kb88-20180324-0631-e91.fits.fz
1.7843495149756716,0.005088927808366287,2018-03-26T05:21:12.485,./2018/tfn0m414-kb99-20180325-0420-e91.fits.fz
1.719435278338036,0.003165231224188551,2018-03-30T13:29:11.855,./2018/ogg0m404-kb82-20180329-0123-e91.fits.fz
1.7625872150877822,0.0042167954904536375,2018-03-27T05:10:58.540,./2018/tfn0m414-kb99-20180326-0357-e91.fits.fz
1.767303291146182,0.01504089862854153,2018-03-26T05:00:22.368,./2018/tfn0m414-kb99-20180325-0407-e91.fits.fz
1.7233302319262709,0.0035885713301371377,2018-03-31T10:20:24.451,./2018/elp0m411-kb80-20180330-0245-e91.fits.fz
1.792656540284261,0.004837076733933857,2018-03-27T05:50:15.569,./2018/tfn0m410-kb88-20180326-0784-e91.fits.fz
1.7376320492417303,0.004277025840686006,2018-04-10T04:45:37.390,./2018/tfn0m414-kb99-20180409-0039-e91.fits.fz
1.6680419975618932,0.0034199730511247674,2018-04-02T09:53:55.883,./2018/elp0m411-kb80-20180401-0061-e91.fits.fz
1.7238033298839142,0.0031496893369444188,2018-04-05T10:10:19.101,./2018/elp0m411-kb80-20180404-0386-e91.fits.fz
1.7496864140267672,0.0048807879505969615,2018-03-24T05:35:53.479,./2018/tfn0m410-kb88-20180323-0896-e91.fits.fz
1.3401013599419898,0.003418684207366069,2018-04-05T04:25:25.194,./2018/tfn0m414-kb99-20180404-0204-e91.fits.fz
1.7265068944173372,0.004840777291027107,2018-03-22T05:35:56.999,./2018/tfn0m410-kb88-20180321-0515-e91.fits.fz
1.8050958742730625,0.005231860267903945,2018-04-08T05:25:16.129,./2018/tfn0m410-kb88-20180407-0548-e91.fits.fz
1.5840216557962563,0.0029421879992599723,2018-03-13T11:56:03.298,./2018/elp0m411-kb80-20180312-0307-e91.fits.fz
1.7160163289007357,0.0029470014153854863,2018-04-09T09:26:36.046,./2018/elp0m411-kb80-20180408-0193-e91.fits.fz
1.7303093173162605,0.003111420179853171,2018-03-29T10:36:17.743,./2018/elp0m411-kb80-20180328-0179-e91.fits.fz
1.6256465419277717,0.002650941248233497,2018-03-22T11:36:07.590,./2018/elp0m411-kb80-20180321-0403-e91.fits.fz
1.7156098639537216,0.0029151567028228255,2018-03-29T14:53:53.954,./2018/ogg0m406-kb27-20180328-0203-e91.fits.fz
1.584241092178722,0.003420039814986514,2018-03-30T10:14:58.122,./2018/elp0m411-kb80-20180329-0368-e91.fits.fz
1.760727890177895,0.0048082364349449755,2018-03-23T05:56:39.728,./2018/tfn0m410-kb88-20180322-0895-e91.fits.fz
1.7275728661654899,0.004319745553248549,2018-04-03T05:22:06.759,./2018/tfn0m414-kb99-20180402-0515-e91.fits.fz
1.7513455196898597,0.014883221296534648,2018-04-01T10:19:19.839,./2018/elp0m411-kb80-20180331-0413-e91.fits.fz
1.7300387856261743,0.0029751036184665807,2018-03-10T14:47:34.009,./2018/ogg0m404-kb82-20180309-0400-e91.fits.fz
1.65457470874406,0.007786520441892508,2018-04-10T09:25:20.890,./2018/elp0m411-kb80-20180409-0306-e91.fits.fz
1.3357926066369252,0.005297826572289353,2018-04-04T04:36:48.195,./2018/tfn0m414-kb99-20180403-0603-e91.fits.fz
2.08975167344404,0.046803277801295395,2018-03-20T05:30:59.141,./2018/tfn0m414-kb99-20180319-0164-e91.fits.fz
1.714020641884094,0.002985773061723356,2018-04-03T10:21:16.105,./2018/elp0m411-kb80-20180402-0382-e91.fits.fz
1.7524904983261926,0.007330078785783158,2018-03-29T04:34:52.661,./2018/tfn0m410-kb88-20180328-0363-e91.fits.fz
1.7479946743926238,0.005605209741351754,2018-03-29T04:55:45.804,./2018/tfn0m414-kb99-20180328-0363-e91.fits.fz
1.7854957497680264,0.005306636544944528,2018-04-07T05:35:44.614,./2018/tfn0m410-kb88-20180406-0169-e91.fits.fz
1.7070184970438511,0.004279865407441611,2018-04-10T04:26:32.292,./2018/tfn0m414-kb99-20180409-0035-e91.fits.fz
1.7553147558281221,0.004146747430019992,2018-03-25T04:38:41.170,./2018/tfn0m414-kb99-20180324-0592-e91.fits.fz
1.799814059594059,0.007884481335675429,2018-03-29T04:14:30.350,./2018/tfn0m410-kb88-20180328-0351-e91.fits.fz
1.732780530680044,0.0060152404144956685,2018-03-30T05:35:19.482,./2018/tfn0m414-kb99-20180329-0572-e91.fits.fz
1.6950106065388635,0.007678413301619848,2018-04-10T09:22:22.537,./2018/elp0m411-kb80-20180409-0301-e91.fits.fz
1.752830762126079,0.0073206824031648784,2018-03-29T04:35:30.898,./2018/tfn0m410-kb88-20180328-0364-e91.fits.fz
1.7977240990461425,0.004999411330244559,2018-03-25T05:01:20.069,./2018/tfn0m410-kb88-20180324-0633-e91.fits.fz
1.7599129710797285,0.005988272835868833,2018-04-01T14:01:04.002,./2018/ogg0m406-kb27-20180331-0355-e91.fits.fz
1.342316513998517,0.003425195204732438,2018-04-05T04:24:35.556,./2018/tfn0m414-kb99-20180404-0203-e91.fits.fz
1.782163811846921,0.0045337177260275615,2018-03-26T05:20:31.955,./2018/tfn0m414-kb99-20180325-0419-e91.fits.fz
1.730553440461783,0.008388731194459079,2018-03-08T11:50:50.121,./2018/elp0m411-kb80-20180307-0048-e91.fits.fz
1.720777474667969,0.002938741113067943,2018-04-09T09:27:24.225,./2018/elp0m411-kb80-20180408-0194-e91.fits.fz
1.6959115253448651,0.0028820656225565966,2018-03-29T14:54:40.313,./2018/ogg0m406-kb27-20180328-0204-e91.fits.fz
1.635273742600937,0.0032751942678470223,2018-04-02T10:50:20.047,./2018/elp0m411-kb80-20180401-0082-e91.fits.fz
1.7632716645207047,0.005292663839690881,2018-04-07T05:34:28.193,./2018/tfn0m410-kb88-20180406-0167-e91.fits.fz
1.6935531362629188,0.01419654263987516,2018-04-01T10:19:55.780,./2018/elp0m411-kb80-20180331-0414-e91.fits.fz
1.70717663936062,0.003576527781579,2018-03-31T10:21:53.870,./2018/elp0m411-kb80-20180330-0247-e91.fits.fz
1.7952050999297473,0.004968626207167393,2018-03-27T05:51:31.915,./2018/tfn0m410-kb88-20180326-0786-e91.fits.fz
1.6457645108974823,0.002663788911071273,2018-03-22T11:34:55.437,./2018/elp0m411-kb80-20180321-0401-e91.fits.fz
1.7447755863466146,0.0027264449694771086,2018-03-19T11:17:24.058,./2018/elp0m411-kb80-20180318-0218-e91.fits.fz
1.7219083119754774,0.002798779806994956,2018-04-08T10:00:50.783,./2018/elp0m411-kb80-20180407-0627-e91.fits.fz
1.3447008740765938,0.007079829003061869,2018-04-01T04:26:09.148,./2018/tfn0m414-kb99-20180331-0559-e91.fits.fz
1.740770050604091,0.0038960579369028024,2018-03-21T05:56:02.800,./2018/tfn0m414-kb99-20180320-0492-e91.fits.fz
1.6667279625612306,0.00288317112975172,2018-03-29T14:57:17.716,./2018/ogg0m406-kb27-20180328-0208-e91.fits.fz
1.6855146683856308,0.0027146643190197202,2018-03-08T14:56:56.190,./2018/ogg0m404-kb82-20180307-0231-e91.fits.fz
1.7415418174670467,0.0056565991260249535,2018-03-29T04:54:17.124,./2018/tfn0m414-kb99-20180328-0361-e91.fits.fz
1.7303335548557524,0.0029091280156271033,2018-03-21T11:01:25.753,./2018/elp0m411-kb80-20180320-0694-e91.fits.fz
1.3423775799576259,0.005412425600999487,2018-04-04T04:35:20.496,./2018/tfn0m414-kb99-20180403-0601-e91.fits.fz
1.694051795925505,0.03558457253187135,2018-03-09T11:36:26.354,./2018/elp0m411-kb80-20180308-0321-e91.fits.fz
1.735958202909714,0.0029086566661046774,2018-03-10T14:49:00.962,./2018/ogg0m404-kb82-20180309-0402-e91.fits.fz
1.6661018389588085,0.007837415512286543,2018-04-10T09:24:09.196,./2018/elp0m411-kb80-20180409-0304-e91.fits.fz
1.7001834046133197,0.004993661296477895,2018-03-31T04:26:11.523,./2018/tfn0m414-kb99-20180330-0261-e91.fits.fz
1.7817805697062585,0.00773576234710843,2018-03-29T04:15:47.039,./2018/tfn0m410-kb88-20180328-0353-e91.fits.fz
1.6919225550619377,0.0031359837084751997,2018-04-05T10:11:31.013,./2018/elp0m411-kb80-20180404-0388-e91.fits.fz
1.7293163552170405,0.004406746569238973,2018-03-30T13:29:55.743,./2018/ogg0m404-kb82-20180329-0124-e91.fits.fz
1.763873383821469,0.004155525919172139,2018-03-25T04:39:22.935,./2018/tfn0m414-kb99-20180324-0593-e91.fits.fz
1.7393927501878998,0.004407574937049298,2018-04-10T04:25:51.914,./2018/tfn0m414-kb99-20180409-0034-e91.fits.fz
1.781753759692469,0.005292286015359204,2018-04-07T05:35:06.352,./2018/tfn0m410-kb88-20180406-0168-e91.fits.fz
1.7390938494735249,0.006001318960190659,2018-03-30T05:36:04.307,./2018/tfn0m414-kb99-20180329-0573-e91.fits.fz
1.3417856244719424,0.005325580576552752,2018-04-04T04:36:03.701,./2018/tfn0m414-kb99-20180403-0602-e91.fits.fz
1.7251606042063656,0.008764765473555527,2018-03-08T11:50:14.180,./2018/elp0m411-kb80-20180307-0047-e91.fits.fz
1.7344737490289752,0.0028237963282389065,2018-03-10T14:48:19.498,./2018/ogg0m404-kb82-20180309-0401-e91.fits.fz
1.7493577805594356,0.0056413718510657145,2018-03-29T04:55:03.458,./2018/tfn0m414-kb99-20180328-0362-e91.fits.fz
1.7099755085178963,0.002994102335440042,2018-04-03T10:22:10.282,./2018/elp0m411-kb80-20180402-0383-e91.fits.fz
1.7493784420957503,0.003915959843388349,2018-03-21T05:55:20.337,./2018/tfn0m414-kb99-20180320-0491-e91.fits.fz
1.7637515933837928,0.020451292481358647,2018-03-09T11:35:14.370,./2018/elp0m411-kb80-20180308-0319-e91.fits.fz
1.7381211263699878,0.014291791687134821,2018-04-01T10:18:43.848,./2018/elp0m411-kb80-20180331-0412-e91.fits.fz
1.7287305784848037,0.004320517999756816,2018-04-03T05:21:13.843,./2018/tfn0m414-kb99-20180402-0514-e91.fits.fz
1.755681617984072,0.004807817957837421,2018-03-23T05:56:01.773,./2018/tfn0m410-kb88-20180322-0894-e91.fits.fz
1.632021508353331,0.0028892668514443986,2018-03-13T11:55:27.344,./2018/elp0m411-kb80-20180312-0306-e91.fits.fz
1.7924549803100067,0.005204289670545094,2018-04-08T05:25:55.398,./2018/tfn0m410-kb88-20180407-0549-e91.fits.fz
1.761206466463026,0.004793474682478709,2018-03-22T05:35:18.733,./2018/tfn0m410-kb88-20180321-0514-e91.fits.fz
1.3479683136519292,0.00342180125671133,2018-04-05T04:26:16.707,./2018/tfn0m414-kb99-20180404-0205-e91.fits.fz
1.7547002695123357,0.005113085385865062,2018-03-31T04:24:42.035,./2018/tfn0m414-kb99-20180330-0259-e91.fits.fz
1.6021707807080503,0.003415061757224271,2018-03-30T10:15:33.975,./2018/elp0m411-kb80-20180329-0369-e91.fits.fz
1.7181230151780458,0.0031193570955114092,2018-03-29T10:35:22.985,./2018/elp0m411-kb80-20180328-0178-e91.fits.fz
1.6534746560807978,0.003276619316396553,2018-04-02T10:51:34.368,./2018/elp0m411-kb80-20180401-0084-e91.fits.fz
1.6208732720750234,0.0026545137908084828,2018-03-22T11:35:31.358,./2018/elp0m411-kb80-20180321-0402-e91.fits.fz
1.800182497463359,0.005217205449372964,2018-04-08T05:26:34.524,./2018/tfn0m410-kb88-20180407-0550-e91.fits.fz
1.7965475858998943,0.004938480985468129,2018-03-27T05:50:53.537,./2018/tfn0m410-kb88-20180326-0785-e91.fits.fz
1.7702821665560755,0.028310091695841675,2018-03-26T04:59:40.099,./2018/tfn0m414-kb99-20180325-0406-e91.fits.fz
1.5828546192499626,0.0033969621944629595,2018-03-30T10:16:09.914,./2018/elp0m411-kb80-20180329-0370-e91.fits.fz
1.7094014197658183,0.0031602924321872177,2018-04-05T10:10:55.073,./2018/elp0m411-kb80-20180404-0387-e91.fits.fz
1.770203216675359,0.004885215650889414,2018-03-24T05:36:31.584,./2018/tfn0m410-kb88-20180323-0897-e91.fits.fz
1.7442852164764862,0.004294021282461391,2018-04-10T04:44:54.713,./2018/tfn0m414-kb99-20180409-0038-e91.fits.fz
1.7005417593567849,0.0028910425977435187,2018-03-29T14:56:31.922,./2018/ogg0m406-kb27-20180328-0207-e91.fits.fz
1.7263067517033246,0.0031156578535413626,2018-03-29T10:37:06.034,./2018/elp0m411-kb80-20180328-0180-e91.fits.fz
1.7746184894306776,0.004182388335713851,2018-03-27T05:10:16.955,./2018/tfn0m414-kb99-20180326-0356-e91.fits.fz
1.7216453538741803,0.0027906573617865944,2018-04-08T10:01:35.965,./2018/elp0m411-kb80-20180407-0628-e91.fits.fz
1.7196728906406165,0.0049633139839836814,2018-04-01T14:01:46.478,./2018/ogg0m406-kb27-20180331-0356-e91.fits.fz
1.7783191811567232,0.005628236682661153,2018-04-06T04:25:15.510,./2018/tfn0m410-kb88-20180405-0263-e91.fits.fz
1.7341169937527638,0.002865410660299758,2018-03-21T11:00:14.064,./2018/elp0m411-kb80-20180320-0692-e91.fits.fz
1.6848620588252192,0.007711412796109526,2018-04-10T09:22:58.494,./2018/elp0m411-kb80-20180409-0302-e91.fits.fz
1.723767504253292,0.002719818312848956,2018-03-19T11:16:42.334,./2018/elp0m411-kb80-20180318-0217-e91.fits.fz
